round,client,confidence_mean,need_mean,source_file,slot_0,slot_1,slot_2,slot_3
7700,3,0.374524,0.625476,client3.log,0.4791,0.3339,0.398,0.2872
7700,4,0.38227,0.61773,client4.log,0.2909,0.5022,0.2641,0.4719
7750,0,0.36736,0.63264,client0.log,0.3561,0.3863,0.3485,0.3785
7750,1,0.367835,0.632165,client1.log,0.3859,0.3539,0.38,0.3515
7750,2,0.377522,0.622478,client2.log,0.4834,0.3174,0.4363,0.2729
7750,3,0.370983,0.629017,client3.log,0.4367,0.372,0.3761,0.2991
7750,4,0.368817,0.631183,client4.log,0.4162,0.3304,0.3758,0.3529
7800,0,0.37237,0.62763,client0.log,0.349,0.4439,0.2852,0.4113
7800,1,0.375974,0.624026,client1.log,0.3063,0.4789,0.2899,0.4288
7800,2,0.374914,0.625086,client2.log,0.2978,0.452,0.305,0.4449
7800,3,0.368138,0.631862,client3.log,0.3732,0.3765,0.3382,0.3847
7800,4,0.367979,0.632021,client4.log,0.3393,0.3958,0.3663,0.3705
7850,0,0.367151,0.632849,client0.log,0.3601,0.358,0.3812,0.3693
7850,1,0.380039,0.619961,client1.log,0.3227,0.4777,0.2531,0.4666
7850,2,0.368055,0.631945,client2.log,0.391,0.3461,0.3767,0.3584
7850,3,0.368479,0.631521,client3.log,0.356,0.387,0.3347,0.3962
7850,4,0.386706,0.613294,client4.log,0.5006,0.2655,0.514,0.2667
7900,0,0.399295,0.600705,client0.log,0.5586,0.2513,0.5535,0.2339
7900,1,0.377266,0.622734,client1.log,0.4701,0.3222,0.4489,0.2678
7900,2,0.369265,0.630736,client2.log,0.3351,0.407,0.3344,0.4007
7900,3,0.372224,0.627776,client3.log,0.4112,0.3038,0.4449,0.329
7900,4,0.368436,0.631564,client4.log,0.4159,0.3548,0.3596,0.3434
7950,0,0.373661,0.626339,client0.log,0.3058,0.4342,0.3034,0.4512
7950,1,0.367293,0.632707,client1.log,0.3722,0.3625,0.3813,0.3532
7950,2,0.367781,0.632219,client2.log,0.3766,0.3648,0.3724,0.3572
7950,3,0.369355,0.630645,client3.log,0.3572,0.4111,0.3192,0.39
7950,4,0.369618,0.630382,client4.log,0.3566,0.4415,0.3327,0.3477
8000,0,0.367465,0.632535,client0.log,0.35,0.3454,0.3944,0.3801
8000,1,0.367608,0.632392,client1.log,0.35,0.3732,0.3579,0.3893
8000,2,0.368254,0.631746,client2.log,0.3696,0.3463,0.404,0.3531
8000,3,0.375774,0.624226,client3.log,0.2984,0.3062,0.4071,0.4914
8000,4,0.36894,0.63106,client4.log,0.3825,0.3424,0.4191,0.3318
8050,0,0.368526,0.631474,client0.log,0.3745,0.3315,0.4194,0.3487
8050,1,0.368823,0.631177,client1.log,0.4218,0.3618,0.3692,0.3225
8050,2,0.382006,0.617994,client2.log,0.4996,0.2813,0.471,0.276
8050,3,0.367888,0.632112,client3.log,0.3726,0.3542,0.384,0.3607
8050,4,0.380157,0.619843,client4.log,0.3346,0.5156,0.2535,0.4169
8100,0,0.379656,0.620344,client0.log,0.4772,0.2861,0.475,0.2803
8100,1,0.372756,0.627244,client1.log,0.3005,0.4386,0.3202,0.4318
8100,2,0.368419,0.631581,client2.log,0.4001,0.3412,0.3849,0.3475
8100,3,0.368125,0.631875,client3.log,0.3644,0.3443,0.3972,0.3667
8100,4,0.371411,0.628589,client4.log,0.3531,0.2988,0.4502,0.3836
8150,0,0.370321,0.629679,client0.log,0.3077,0.3918,0.3473,0.4345
8150,1,0.373777,0.626223,client1.log,0.4577,0.3918,0.3729,0.2727
8150,2,0.368398,0.631602,client2.log,0.332,0.3898,0.3619,0.3898
8150,3,0.36898,0.63102,client3.log,0.3722,0.4102,0.3242,0.3693
8150,4,0.372469,0.627531,client4.log,0.2757,0.3796,0.4196,0.415
8200,0,0.367556,0.632444,client0.log,0.3801,0.366,0.3771,0.347
8200,1,0.38189,0.61811,client1.log,0.259,0.4582,0.299,0.5114
8200,2,0.391255,0.608745,client2.log,0.5253,0.2578,0.525,0.257
8200,3,0.372082,0.627918,client3.log,0.4441,0.3167,0.4122,0.3153
8200,4,0.369008,0.630992,client4.log,0.3663,0.4141,0.3168,0.3788
8250,0,0.369996,0.630004,client0.log,0.3946,0.3194,0.4337,0.3323
8250,1,0.368498,0.631502,client1.log,0.3609,0.3244,0.4088,0.3799
8250,2,0.369377,0.630623,client2.log,0.4205,0.3832,0.3214,0.3524
8250,3,0.371508,0.628492,client3.log,0.3059,0.3845,0.3436,0.4521
8250,4,0.367878,0.632122,client4.log,0.3873,0.3412,0.3866,0.3565
8300,0,0.367617,0.632383,client0.log,0.3789,0.345,0.3888,0.3578
8300,1,0.36935,0.63065,client1.log,0.3382,0.4122,0.3285,0.3986
8300,2,0.368151,0.631849,client2.log,0.3911,0.383,0.3489,0.3496
8300,3,0.374762,0.625238,client3.log,0.2923,0.4349,0.3142,0.4577
8300,4,0.372998,0.627002,client4.log,0.4217,0.2996,0.4504,0.3204
8350,0,0.369636,0.630364,client0.log,0.3502,0.4265,0.3164,0.3855
8350,1,0.376187,0.623813,client1.log,0.3129,0.4759,0.2819,0.4341
8350,2,0.368146,0.631854,client2.log,0.3916,0.3484,0.3822,0.3504
8350,3,0.371298,0.628702,client3.log,0.3075,0.3445,0.45,0.3831
8350,4,0.368457,0.631544,client4.log,0.3946,0.3923,0.3635,0.3235
8400,0,0.36831,0.63169,client0.log,0.3415,0.3889,0.3389,0.4039
8400,1,0.36838,0.63162,client1.log,0.3436,0.4023,0.3411,0.3866
8400,2,0.369174,0.630826,client2.log,0.4018,0.3273,0.4071,0.3405
8400,3,0.370912,0.629089,client3.log,0.364,0.4551,0.3223,0.3422
8400,4,0.390411,0.609588,client4.log,0.2417,0.4998,0.279,0.5412
8450,0,0.368649,0.631351,client0.log,0.322,0.3951,0.3486,0.4088
8450,1,0.370348,0.629652,client1.log,0.3855,0.3069,0.4364,0.3525
8450,2,0.369436,0.630564,client2.log,0.3798,0.3499,0.424,0.3241
8450,3,0.373224,0.626776,client3.log,0.3152,0.4408,0.3035,0.4333
8450,4,0.375392,0.624608,client4.log,0.3248,0.4273,0.2786,0.4709
8500,0,0.372961,0.627039,client0.log,0.3218,0.442,0.2966,0.4315
8500,1,0.371816,0.628184,client1.log,0.4507,0.3187,0.4014,0.3164
8500,2,0.368834,0.631166,client2.log,0.3986,0.3211,0.3824,0.3732
8500,3,0.369109,0.630891,client3.log,0.3242,0.355,0.3895,0.4078
8500,4,0.368942,0.631058,client4.log,0.3773,0.4166,0.3225,0.3593
8550,0,0.386173,0.613827,client0.log,0.4994,0.2519,0.5089,0.2845
8550,1,0.367809,0.632191,client1.log,0.3639,0.395,0.3394,0.373
8550,2,0.370647,0.629353,client2.log,0.4037,0.3177,0.4295,0.3317
8550,3,0.370795,0.629205,client3.log,0.4525,0.3457,0.3665,0.3185
8550,4,0.368438,0.631562,client4.log,0.3608,0.4067,0.3308,0.3755
8600,0,0.369617,0.630383,client0.log,0.4105,0.4087,0.3445,0.3148
8600,1,0.370328,0.629672,client1.log,0.3258,0.4322,0.3237,0.3996
8600,2,0.37095,0.62905,client2.log,0.3163,0.4194,0.3268,0.4213
8600,3,0.368478,0.631522,client3.log,0.3388,0.3894,0.351,0.3946
8600,4,0.375088,0.624912,client4.log,0.2994,0.4534,0.2997,0.4478
8650,0,0.37205,0.62795,client0.log,0.3069,0.3683,0.3408,0.4722
8650,1,0.37452,0.62548,client1.log,0.2916,0.3486,0.3569,0.501
8650,2,0.37219,0.62781,client2.log,0.3796,0.4577,0.2948,0.3567
8650,3,0.36914,0.63086,client3.log,0.3969,0.3864,0.3159,0.3774
8650,4,0.3698,0.6302,client4.log,0.3213,0.4105,0.3354,0.4121
8700,0,0.372208,0.627792,client0.log,0.439,0.3182,0.4253,0.3064
8700,1,0.373479,0.626521,client1.log,0.4037,0.2921,0.468,0.3301
8700,2,0.369603,0.630397,client2.log,0.3726,0.4199,0.3147,0.3713
8700,3,0.378568,0.621432,client3.log,0.4558,0.2654,0.4752,0.3178
8700,4,0.367773,0.632227,client4.log,0.3538,0.3529,0.3936,0.3707
8750,0,0.369373,0.630628,client0.log,0.4158,0.3912,0.3165,0.354
8750,1,0.367806,0.632194,client1.log,0.3965,0.3638,0.365,0.346
8750,2,0.380059,0.619941,client2.log,0.4991,0.2831,0.452,0.2859
8750,3,0.370356,0.629645,client3.log,0.4257,0.3972,0.3472,0.3113
8750,4,0.375479,0.624521,client4.log,0.2908,0.4461,0.3048,0.4601
8800,0,0.384073,0.615927,client0.log,0.5124,0.2619,0.4796,0.2824
8800,1,0.368164,0.631836,client1.log,0.3427,0.3837,0.3448,0.4014
8800,2,0.368761,0.631239,client2.log,0.3869,0.3376,0.4106,0.34
8800,3,0.380403,0.619597,client3.log,0.4649,0.2811,0.4909,0.2847
8800,4,0.3678,0.6322,client4.log,0.3785,0.3793,0.3742,0.3392
8850,0,0.372859,0.627141,client0.log,0.3033,0.4167,0.3168,0.4547
8850,1,0.368239,0.631761,client1.log,0.3445,0.3427,0.3848,0.401
8850,2,0.36924,0.63076,client2.log,0.3777,0.4044,0.3142,0.3806
8850,3,0.368552,0.631448,client3.log,0.3955,0.3903,0.354,0.3344
8850,4,0.369834,0.630166,client4.log,0.4095,0.3117,0.4087,0.3494
8900,0,0.370048,0.629952,client0.log,0.4394,0.3254,0.3827,0.3326
8900,1,0.378188,0.621812,client1.log,0.2787,0.4718,0.2998,0.4625
8900,2,0.367694,0.632306,client2.log,0.3661,0.3678,0.369,0.3679
8900,3,0.368125,0.631875,client3.log,0.3389,0.3685,0.3726,0.3925
8900,4,0.368621,0.631379,client4.log,0.3317,0.3482,0.3861,0.4084
8950,0,0.368302,0.631698,client0.log,0.3888,0.3437,0.4004,0.3403
8950,1,0.390666,0.609334,client1.log,0.5144,0.2362,0.5275,0.2846
8950,2,0.368434,0.631566,client2.log,0.4047,0.3809,0.3514,0.3368
8950,3,0.368591,0.631409,client3.log,0.4131,0.3486,0.3567,0.356
8950,4,0.376678,0.623322,client4.log,0.4686,0.3274,0.4426,0.2682
9000,0,0.370674,0.629326,client0.log,0.425,0.312,0.4244,0.3213
9000,1,0.379258,0.620742,client1.log,0.2945,0.5165,0.2831,0.423
9000,2,0.36781,0.63219,client2.log,0.3574,0.369,0.364,0.3809
9000,3,0.368047,0.631953,client3.log,0.3652,0.3493,0.3943,0.3634
9000,4,0.372622,0.627378,client4.log,0.3236,0.4305,0.2998,0.4366
9050,0,0.368853,0.631147,client0.log,0.386,0.3257,0.4145,0.3493
9050,1,0.367558,0.632442,client1.log,0.3595,0.374,0.3564,0.3803
9050,2,0.368621,0.631379,client2.log,0.3867,0.3389,0.4041,0.3448
9050,3,0.370154,0.629846,client3.log,0.3568,0.3221,0.4412,0.3604
9050,4,0.367483,0.632517,client4.log,0.3671,0.3572,0.3885,0.3571
9100,0,0.367306,0.632694,client0.log,0.3847,0.3676,0.3712,0.3457
9100,1,0.373962,0.626038,client1.log,0.4408,0.29,0.4438,0.3212
9100,2,0.411253,0.588747,client2.log,0.6041,0.2315,0.5872,0.2222
9100,3,0.37186,0.62814,client3.log,0.3048,0.4087,0.3321,0.4419
9100,4,0.369029,0.630971,client4.log,0.3859,0.3112,0.3972,0.3819
9150,0,0.369949,0.630051,client0.log,0.3182,0.4198,0.3313,0.4105
9150,1,0.387869,0.612131,client1.log,0.4804,0.2769,0.5401,0.2541
9150,2,0.371848,0.628152,client2.log,0.4263,0.3141,0.429,0.3181
9150,3,0.367853,0.632147,client3.log,0.3657,0.3535,0.3694,0.3827
9150,4,0.374526,0.625474,client4.log,0.2732,0.4205,0.3471,0.4574
9200,0,0.367739,0.632261,client0.log,0.3475,0.3669,0.3533,0.4031
9200,1,0.367737,0.632263,client1.log,0.3955,0.3407,0.3847,0.3501
9200,2,0.368404,0.631596,client2.log,0.3389,0.3979,0.347,0.3898
9200,3,0.371125,0.628875,client3.log,0.3795,0.3104,0.449,0.3456
9200,4,0.371464,0.628536,client4.log,0.3676,0.4442,0.2932,0.3809
9250,0,0.367588,0.632412,client0.log,0.3467,0.3796,0.3622,0.3819
9250,1,0.382394,0.617606,client1.log,0.2661,0.4705,0.2885,0.5044
9250,2,0.369099,0.630901,client2.log,0.3923,0.347,0.41,0.3272
9250,3,0.367682,0.632318,client3.log,0.367,0.3592,0.3731,0.3715
9250,4,0.369089,0.630911,client4.log,0.4096,0.3277,0.3977,0.3413
9300,0,0.385014,0.614986,client0.log,0.2571,0.4804,0.2841,0.5184
9300,1,0.36848,0.63152,client1.log,0.3362,0.3814,0.3513,0.4051
9300,2,0.370273,0.629727,client2.log,0.303,0.3994,0.361,0.4177
9300,3,0.377591,0.622409,client3.log,0.4612,0.2862,0.4652,0.2977
9300,4,0.369931,0.630069,client4.log,0.4112,0.3279,0.4146,0.326
9350,0,0.396336,0.603664,client0.log,0.2545,0.5312,0.2399,0.5598
9350,1,0.369331,0.630669,client1.log,0.4001,0.3278,0.4136,0.3358
9350,2,0.368531,0.631469,client2.log,0.3657,0.3389,0.4117,0.3579
9350,3,0.367837,0.632163,client3.log,0.3692,0.3534,0.3818,0.3669
9350,4,0.371865,0.628135,client4.log,0.339,0.4282,0.2952,0.4251
9400,0,0.369506,0.630494,client0.log,0.3345,0.4199,0.3257,0.3979
9400,1,0.369933,0.630067,client1.log,0.3241,0.3328,0.4267,0.396
9400,2,0.368239,0.631761,client2.log,0.3565,0.3958,0.3362,0.3844
9400,3,0.381203,0.618797,client3.log,0.4736,0.2419,0.4699,0.3395
9400,4,0.372131,0.627869,client4.log,0.4203,0.3072,0.4404,0.3207
9450,0,0.368766,0.631234,client0.log,0.4055,0.3647,0.3857,0.3192
9450,1,0.367679,0.632321,client1.log,0.377,0.3843,0.3624,0.347
9450,2,0.375066,0.624934,client2.log,0.4499,0.2968,0.4489,0.3047
9450,3,0.369971,0.630029,client3.log,0.3208,0.3826,0.3456,0.4309
9450,4,0.367586,0.632414,client4.log,0.3684,0.3865,0.3595,0.3559
9500,0,0.375316,0.624684,client0.log,0.3153,0.4653,0.284,0.4367
9500,1,0.369401,0.630599,client1.log,0.3144,0.3884,0.3574,0.4175
9500,2,0.369396,0.630604,client2.log,0.4142,0.3366,0.3934,0.3333
9500,3,0.374056,0.625944,client3.log,0.4308,0.3363,0.4463,0.2829
9500,4,0.368713,0.631287,client4.log,0.3471,0.3898,0.3317,0.4063
9550,0,0.369733,0.630267,client0.log,0.3291,0.3955,0.3255,0.4289
9550,1,0.368119,0.631881,client1.log,0.3579,0.3789,0.3402,0.3955
9550,2,0.367913,0.632087,client2.log,0.3807,0.3552,0.3876,0.3481
9550,3,0.368207,0.631793,client3.log,0.3921,0.3769,0.3653,0.3385
9550,4,0.368285,0.631715,client4.log,0.4082,0.3455,0.3799,0.3395
9600,0,0.368392,0.631608,client0.log,0.4038,0.3649,0.3795,0.3254
9600,1,0.368802,0.631198,client1.log,0.3863,0.3357,0.4133,0.3399
9600,2,0.367764,0.632236,client2.log,0.3788,0.3626,0.3785,0.3511
9600,3,0.36902,0.63098,client3.log,0.3881,0.3315,0.41,0.3465
9600,4,0.370621,0.629379,client4.log,0.4166,0.3219,0.4202,0.3238
9650,0,0.367569,0.632431,client0.log,0.3417,0.3728,0.3597,0.3961
9650,1,0.368914,0.631086,client1.log,0.386,0.3191,0.4063,0.3642
9650,2,0.37147,0.62853,client2.log,0.318,0.4321,0.3166,0.4192
9650,3,0.368457,0.631543,client3.log,0.3722,0.3993,0.3324,0.3699
9650,4,0.39059,0.60941,client4.log,0.2574,0.52,0.2589,0.526
9700,0,0.379315,0.620685,client0.log,0.2784,0.4765,0.2887,0.4737
9700,1,0.372355,0.627645,client1.log,0.4406,0.3127,0.4246,0.3115
9700,2,0.368042,0.631958,client2.log,0.3806,0.3705,0.3809,0.3402
9700,3,0.369049,0.630951,client3.log,0.3491,0.3282,0.4014,0.3975
9700,4,0.373151,0.626849,client4.log,0.4205,0.3015,0.4533,0.3172
9750,0,0.386858,0.613142,client0.log,0.5062,0.2819,0.509,0.2504
9750,1,0.367436,0.632564,client1.log,0.3725,0.3589,0.3713,0.3671
9750,2,0.368243,0.631757,client2.log,0.3442,0.3774,0.3568,0.3947
9750,3,0.37209,0.62791,client3.log,0.4543,0.3327,0.3959,0.3054
9750,4,0.368205,0.631795,client4.log,0.3958,0.3374,0.3823,0.3573
9800,0,0.369321,0.630679,client0.log,0.3533,0.4297,0.3144,0.3798
9800,1,0.369042,0.630958,client1.log,0.321,0.3792,0.3507,0.4253
9800,2,0.368954,0.631046,client2.log,0.4048,0.3915,0.3319,0.3476
9800,3,0.3748,0.6252,client3.log,0.4106,0.3085,0.4783,0.3018
9800,4,0.377515,0.622485,client4.log,0.4564,0.2959,0.4723,0.2854
9850,0,0.367665,0.632335,client0.log,0.3972,0.3731,0.3631,0.3373
9850,1,0.37158,0.62842,client1.log,0.4501,0.3681,0.3727,0.2954
9850,2,0.367933,0.632067,client2.log,0.3735,0.3592,0.3881,0.3509
9850,3,0.36833,0.63167,client3.log,0.3441,0.3584,0.3683,0.4026
9850,4,0.370295,0.629705,client4.log,0.4364,0.3756,0.3613,0.3079
9900,0,0.369485,0.630515,client0.log,0.3988,0.3101,0.4176,0.3514
9900,1,0.368748,0.631252,client1.log,0.3332,0.3504,0.3717,0.4197
9900,2,0.368426,0.631574,client2.log,0.3302,0.3662,0.3961,0.3812
9900,3,0.374314,0.625686,client3.log,0.2976,0.4426,0.3113,0.4458
9900,4,0.367804,0.632196,client4.log,0.3532,0.3528,0.3753,0.3899
9950,0,0.370146,0.629854,client0.log,0.3382,0.4043,0.3151,0.423
9950,1,0.381243,0.618757,client1.log,0.2648,0.4575,0.2988,0.5039
9950,2,0.374276,0.625724,client2.log,0.4374,0.3091,0.4516,0.2991
9950,3,0.371152,0.628848,client3.log,0.3528,0.3199,0.4595,0.3524
9950,4,0.367407,0.632593,client4.log,0.3688,0.368,0.3599,0.3729
10000,0,0.367435,0.632565,client0.log,0.3824,0.354,0.374,0.3594
10000,1,0.378167,0.621833,client1.log,0.3205,0.4581,0.2642,0.4699
10000,2,0.369743,0.630257,client2.log,0.3793,0.4226,0.3146,0.3625
10000,3,0.389259,0.610741,client3.log,0.253,0.5085,0.2709,0.5246
10000,4,0.367512,0.632488,client4.log,0.3687,0.3807,0.3598,0.3609
10050,0,0.399293,0.600707,client0.log,0.2409,0.5766,0.2446,0.535
10050,1,0.370093,0.629907,client1.log,0.31,0.3978,0.3505,0.422
10050,2,0.368997,0.631003,client2.log,0.341,0.4004,0.3352,0.3994
10050,3,0.369531,0.630469,client3.log,0.3298,0.4059,0.3356,0.4067
10050,4,0.371851,0.628149,client4.log,0.2903,0.3574,0.3975,0.4422
10100,0,0.429443,0.570557,client0.log,0.2156,0.6636,0.1985,0.6401
10100,1,0.368123,0.631877,client1.log,0.3927,0.3384,0.3868,0.3547
10100,2,0.382814,0.617186,client2.log,0.4965,0.2765,0.4838,0.2745
10100,3,0.368574,0.631425,client3.log,0.3754,0.3501,0.4072,0.3416
10100,4,0.368113,0.631887,client4.log,0.3941,0.3814,0.3592,0.3377
10150,0,0.368009,0.631991,client0.log,0.3802,0.403,0.3498,0.3391
10150,1,0.367997,0.632003,client1.log,0.3979,0.3625,0.3646,0.3469
10150,2,0.376139,0.623861,client2.log,0.2981,0.4709,0.2968,0.4388
10150,3,0.368249,0.631751,client3.log,0.3863,0.3803,0.3345,0.3719
10150,4,0.36812,0.63188,client4.log,0.3399,0.3805,0.3502,0.4019
10200,0,0.374858,0.625142,client0.log,0.4226,0.2925,0.4742,0.3101
10200,1,0.371818,0.628182,client1.log,0.2959,0.3968,0.3484,0.4463
10200,2,0.376734,0.623266,client2.log,0.4577,0.2906,0.4598,0.2988
10200,3,0.368166,0.631834,client3.log,0.3491,0.3796,0.3518,0.3922
10200,4,0.36798,0.63202,client4.log,0.349,0.3652,0.3526,0.4052
10250,0,0.374888,0.625112,client0.log,0.293,0.4459,0.304,0.4566
10250,1,0.368695,0.631305,client1.log,0.4023,0.3954,0.3416,0.3355
10250,2,0.367794,0.632206,client2.log,0.3793,0.356,0.3735,0.3623
10250,3,0.371171,0.628829,client3.log,0.3488,0.4525,0.3113,0.3721
10250,4,0.373933,0.626067,client4.log,0.4605,0.2983,0.4226,0.3144
10300,0,0.395102,0.604898,client0.log,0.2537,0.5441,0.2441,0.5385
10300,1,0.368032,0.631968,client1.log,0.3845,0.3573,0.3881,0.3422
10300,2,0.375745,0.624255,client2.log,0.4649,0.3014,0.4432,0.2935
10300,3,0.374122,0.625878,client3.log,0.2751,0.4197,0.3524,0.4493
10300,4,0.369585,0.630414,client4.log,0.3445,0.4046,0.3186,0.4106
10350,0,0.372773,0.627227,client0.log,0.3264,0.4495,0.2953,0.4199
10350,1,0.374589,0.625411,client1.log,0.2857,0.3759,0.3468,0.4899
10350,2,0.376952,0.623048,client2.log,0.2764,0.4585,0.3142,0.4587
10350,3,0.367939,0.632061,client3.log,0.3497,0.3842,0.3637,0.3741
10350,4,0.375505,0.624495,client4.log,0.2896,0.3956,0.3198,0.497
10400,0,0.367907,0.632093,client0.log,0.3936,0.3403,0.3913,0.3464
10400,1,0.377328,0.622672,client1.log,0.2785,0.4711,0.3041,0.4556
10400,2,0.372159,0.627841,client2.log,0.3527,0.4351,0.2899,0.4109
10400,3,0.368086,0.631914,client3.log,0.3515,0.37,0.3567,0.3941
10400,4,0.376927,0.623073,client4.log,0.3006,0.4534,0.2866,0.4672
10450,0,0.368271,0.631729,client0.log,0.3877,0.3346,0.4003,0.3505
10450,1,0.368196,0.631804,client1.log,0.3477,0.3606,0.359,0.4055
10450,2,0.372767,0.627233,client2.log,0.4241,0.312,0.4434,0.3115
10450,3,0.377488,0.622512,client3.log,0.2793,0.4962,0.3135,0.4209
10450,4,0.367573,0.632427,client4.log,0.3776,0.358,0.3771,0.3575
10500,0,0.36972,0.63028,client0.log,0.4231,0.3308,0.4011,0.3239
10500,1,0.380608,0.619392,client1.log,0.4789,0.2996,0.4784,0.2655
10500,2,0.367865,0.632135,client2.log,0.3744,0.3774,0.3467,0.3729
10500,3,0.374122,0.625878,client3.log,0.292,0.3828,0.3387,0.483
10500,4,0.376012,0.623988,client4.log,0.2947,0.4382,0.2999,0.4713
10550,0,0.372574,0.627426,client0.log,0.4162,0.3375,0.4465,0.29
10550,1,0.368323,0.631677,client1.log,0.3516,0.3472,0.4125,0.3619
10550,2,0.368271,0.631729,client2.log,0.3842,0.3849,0.3349,0.3691
10550,3,0.368158,0.631842,client3.log,0.3634,0.342,0.3745,0.3927
10550,4,0.37721,0.62279,client4.log,0.4545,0.3059,0.4684,0.2801
10600,0,0.381026,0.618973,client0.log,0.4327,0.2519,0.5174,0.3221
10600,1,0.372326,0.627674,client1.log,0.4291,0.307,0.4364,0.3168
10600,2,0.367937,0.632063,client2.log,0.381,0.3808,0.3679,0.342
10600,3,0.381162,0.618838,client3.log,0.2801,0.467,0.2819,0.4957
10600,4,0.372457,0.627543,client4.log,0.2996,0.4314,0.3268,0.4321
10650,0,0.367891,0.632109,client0.log,0.3434,0.3722,0.3631,0.3929
10650,1,0.372076,0.627924,client1.log,0.2986,0.3671,0.3583,0.4643
10650,2,0.371213,0.628787,client2.log,0.3875,0.3047,0.4451,0.3475
10650,3,0.371588,0.628412,client3.log,0.4183,0.3031,0.4282,0.3368
10650,4,0.37072,0.62928,client4.log,0.355,0.2996,0.4264,0.4018
10700,0,0.393074,0.606926,client0.log,0.2544,0.5133,0.2526,0.552
10700,1,0.367533,0.632467,client1.log,0.3702,0.3786,0.3613,0.3601
10700,2,0.368712,0.631288,client2.log,0.3285,0.3932,0.3576,0.3955
10700,3,0.36865,0.63135,client3.log,0.3653,0.407,0.3325,0.3698
10700,4,0.368502,0.631498,client4.log,0.345,0.3568,0.3564,0.4159
10750,0,0.392625,0.607375,client0.log,0.2478,0.5269,0.2612,0.5346
10750,1,0.370139,0.629861,client1.log,0.3761,0.3174,0.4398,0.3472
10750,2,0.368181,0.631819,client2.log,0.344,0.3899,0.3545,0.3844
10750,3,0.369048,0.630952,client3.log,0.3769,0.3253,0.413,0.361
10750,4,0.3686,0.6314,client4.log,0.3354,0.3652,0.361,0.4128
10800,0,0.367508,0.632492,client0.log,0.3632,0.3575,0.383,0.3663
10800,1,0.371828,0.628172,client1.log,0.3122,0.3858,0.3285,0.4608
10800,2,0.369175,0.630825,client2.log,0.3155,0.3929,0.371,0.3973
10800,3,0.367823,0.632177,client3.log,0.3625,0.3773,0.356,0.3754
10800,4,0.371065,0.628935,client4.log,0.4335,0.397,0.3564,0.2974
10850,0,0.377738,0.622262,client0.log,0.4816,0.2909,0.4486,0.2898
10850,1,0.37179,0.62821,client1.log,0.4471,0.3438,0.398,0.2982
10850,2,0.368452,0.631548,client2.log,0.4041,0.374,0.3481,0.3476
10850,3,0.369496,0.630504,client3.log,0.3191,0.3845,0.3576,0.4167
10850,4,0.367731,0.632269,client4.log,0.3468,0.3911,0.3523,0.3807
10900,0,0.374619,0.625381,client0.log,0.3025,0.4536,0.3008,0.4416
10900,1,0.368793,0.631207,client1.log,0.3211,0.3713,0.3686,0.4142
10900,2,0.37132,0.62868,client2.log,0.4497,0.3224,0.3905,0.3227
10900,3,0.378403,0.621597,client3.log,0.3028,0.4675,0.2769,0.4664
10900,4,0.382205,0.617795,client4.log,0.4116,0.2389,0.5254,0.3529
10950,0,0.368367,0.631633,client0.log,0.3229,0.3791,0.3818,0.3897
10950,1,0.367025,0.632975,client1.log,0.352,0.3737,0.3553,0.3872
10950,2,0.372138,0.627862,client2.log,0.4285,0.328,0.4287,0.3034
10950,3,0.373053,0.626947,client3.log,0.4454,0.31,0.4261,0.3106
10950,4,0.3694,0.6306,client4.log,0.3471,0.4265,0.327,0.3769
11000,0,0.367926,0.632074,client0.log,0.3975,0.3677,0.3713,0.3353
11000,1,0.368166,0.631834,client1.log,0.3889,0.3569,0.3861,0.3408
11000,2,0.368502,0.631498,client2.log,0.3831,0.3444,0.4003,0.3462
11000,3,0.379348,0.620652,client3.log,0.2938,0.4648,0.2792,0.4796
11000,4,0.370469,0.629531,client4.log,0.311,0.3561,0.3721,0.4427
11050,0,0.367639,0.632361,client0.log,0.3618,0.3541,0.3955,0.3591
11050,1,0.36919,0.63081,client1.log,0.3635,0.3131,0.407,0.3931
11050,2,0.36842,0.63158,client2.log,0.3425,0.393,0.3478,0.3904
11050,3,0.397723,0.602277,client3.log,0.5462,0.2545,0.552,0.2382
11050,4,0.370882,0.629118,client4.log,0.4311,0.4058,0.3414,0.3052
11100,0,0.372433,0.627567,client0.log,0.4613,0.327,0.3999,0.3016
11100,1,0.373876,0.626124,client1.log,0.2975,0.4088,0.3174,0.4719
11100,2,0.372506,0.627494,client2.log,0.432,0.3049,0.4315,0.3217
11100,3,0.37384,0.62616,client3.log,0.3205,0.469,0.2988,0.4071
11100,4,0.369892,0.630108,client4.log,0.4219,0.3668,0.3842,0.3066
11150,0,0.36907,0.63093,client0.log,0.3979,0.333,0.4104,0.335
11150,1,0.367835,0.632165,client1.log,0.3477,0.3659,0.3616,0.3961
11150,2,0.367973,0.632027,client2.log,0.3475,0.3708,0.3649,0.3887
11150,3,0.368812,0.631188,client3.log,0.3252,0.3817,0.3667,0.4016
11150,4,0.374177,0.625823,client4.log,0.3458,0.4699,0.2799,0.401
11200,0,0.36745,0.63255,client0.log,0.3827,0.3381,0.388,0.361
11200,1,0.367604,0.632396,client1.log,0.3567,0.3752,0.3585,0.38
11200,2,0.369035,0.630965,client2.log,0.3725,0.3305,0.4153,0.3579
11200,3,0.376553,0.623447,client3.log,0.345,0.5009,0.2736,0.3867
11200,4,0.374201,0.625799,client4.log,0.3398,0.4775,0.2853,0.3942
